MORPH	POS	pred_TAG
위	NNB	I-NOH
에	JKB	O
_	_	O
자리하	VV	O
였	EP	O
다	EC	O
_	_	O
.	SF	O
		
또	MAG	O
_	_	O
'	SS	O
한남자	NNP	B-PER
'	SS	O
를	JKO	O
_	_	O
작곡	NNG	O
하+ㄴ	XSV+ETM	O
_	_	O
황찬희	NNP	B-PER
의	JKG	O
_	_	O
'	SS	O
그녀	NP	O
의	JKG	O
_	_	O
남자	NNG	O
에게	JKB	O
'	SS	O
,	SP	O
_	_	O
강	NNG	O
하+ㄴ	XSA+ETM	O
_	_	O
비트	NNG	O
의	JKG	O
_	_	O
댄스	NNG	O
곡	XSN	O
이+ㄴ	VCP+ETM	O
_	_	O
주영훈	NNP	B-PER
_	_	O
작곡	NNG	O
의	JKG	O
_	_	O
'	SS	O
사랑스럽	VA	O
어	EF	O
'	SS	O
,	SP	O
_	_	O
김종국	NNP	B-PER
의	JKG	O
_	_	O
감미롭	VA	O
ㄴ	ETM	O
_	_	O
하이톤	NNG	O
_	_	O
목소리	NNG	O
가	JKS	O
_	_	O
돋보이	VV	O
는	ETM	O
_	_	O
'	SS	O
지우개	NNG	O
'	SS	O
,	SP	O
_	_	O
이현도	NNP	O
가	JKS	O
_	_	O
작곡	NNG	O
하+ㄴ	XSV+ETM	O
_	_	O
라틴	NNP	O
_	_	O
리듬	NNG	O
의	JKG	O
_	_	O
디스코	NNG	O
곡	NNG	O
_	_	O
'	SS	O
토요일	NNG	B-POH
밤	NNG	I-POH
'	SS	O
_	_	O
등	NNB	O
_	_	O
다양하+ㄴ	VA+ETM	O
_	_	O
장르	NNG	O
가	JKS	O
_	_	O
담기+어	VV+EC	O
있	VX	O
다	EF	O
.	SF	O
		
계약	NNG	O
기간	NNG	O
은	JX	O
_	_	O
오	VV	O
는	ETM	O
_	_	O
2007	SN	B-DAT
년	NNB	I-DAT
_	_	O
12	SN	B-DAT
월	NNB	I-DAT
까지	JX	O
_	_	O
2	SN	B-NOH
년	NNB	I-NOH
6	SN	I-NOH
개월	NNB	I-NOH
간	XSN	O
으로	JKB	O
_	_	O
연봉	NNG	O
_	_	O
등	NNB	O
_	_	O
세부	NNG	O
_	_	O
계약	NNG	O
조건	NNG	O
은	JX	O
_	_	O
협의	NNG	O
에	JKB	O
_	_	O
따르	VV	O
아	EC	O
_	_	O
공개	NNG	O
하	XSV	O
지	EC	O
_	_	O
않	VX	O
는다	EF	O
.	SF	O
		
1970	SN	B-NOH
년	NNB	I-NOH
생	XSN	O
이+ㄴ	VCP+ETM	O
_	_	O
마해영	NNP	B-PER
이	JKS	O
_	_	O
롯데	NNP	B-ORG
의	JKG	O
_	_	O
루키	NNG	O
시절	NNG	O
(	SS	O
1995	SN	B-NOH
년	NNB	I-NOH
)	SS	O
_	_	O
함께	MAG	O
_	_	O
그라운드	NNG	O
를	JKO	O
_	_	O
누비	VV	O
었	EP	O
던	ETM	O
_	_	O
선수	NNG	O
들	XSN	O
_	_	O
중	NNB	O
_	_	O
이제	NNG	O
는	JX	O
_	_	O
4	SN	B-NOH
년	NNB	I-NOH
_	_	O
선배	NNG	O
_	_	O
전준호	NNP	B-PER
(	SS	O
우리	NP	O
_	_	O
히어로즈	NNP	B-PER
)	SS	O
와	JC	O
_	_	O
김민재	NNP	B-PER
(	SS	O
한화	NNP	B-ORG
_	_	O
이글스	NNP	O
)	SS	O
만	JX	O
이	JKS	O
_	_	O
현역	NNG	O
에	JKB	O
_	_	O
있	VA	O
을	ETM	O
_	_	O
뿐	NNB	O
_	_	O
나머지	NNG	O
는	JX	O
_	_	O
현역	NNG	O
에서	JKB	O
_	_	O
은퇴	NNG	O
하	XSV	O
거나	EC	O
_	_	O
코치	NNG	O
로	JKB	O
_	_	O
활약	NNG	O
하	XSV	O
고	EC	O
_	_	O
있	VX	O
다	EC	O
_	_	O
.	SF	O
		
정수근	NNP	B-PER
은	JX	O
_	_	O
이	NP	O
로써	JKB	O
_	_	O
지난달	NNG	O
_	_	O
17	SN	B-DAT
일	NNB	I-DAT
_	_	O
투표	NNG	O
를	JKO	O
_	_	O
시작	NNG	O
하+ㄴ	XSV+ETM	O
_	_	O
이후	NNG	O
_	_	O
5	SN	B-NOH
주	NNB	I-NOH
_	_	O
연속	NNG	O
으로	JKB	O
_	_	O
중간	NNG	O
_	_	O
집계	NNG	O
_	_	O
선두	NNG	O
를	JKO	O
_	_	O
지키	VV	O
었	EP	O
다	EF	O
.	SF	O
		
전창진	NNP	B-PER
_	_	O
동부	NNG	B-ORG
감독	NNG	O
은	JX	O
_	_	O
프로	NNG	O
농구	NNG	O
_	_	O
사상	NNG	O
_	_	O
정규	NNG	O
리그	NNG	O
_	_	O
최단	NNG	O
_	_	O
경기	NNG	O
_	_	O
200	SN	B-NOH
승	NNB	I-NOH
_	_	O
기록	NNG	O
과	JC	O
_	_	O
최소	NNG	O
_	_	O
경기	NNP	B-LOC
_	_	O
정규	NNG	O
리그	NNG	O
_	_	O
우승	NNG	O
에	JKB	O
_	_	O
잇	VV	O
어	EC	O
_	_	O
감독	NNG	O
으로	JKB	O
는	JX	O
_	_	O
신선우	NNP	B-PER
_	_	O
감독	NNG	O
과	JKB	O
_	_	O
함께	MAG	O
_	_	O
가장	MAG	O
_	_	O
많	VA	O
은	ETM	O
_	_	O
세	MM	O
_	_	O
번째	NNB	O
_	_	O
우승	NNG	O
을	JKO	O
_	_	O
이루	VV	O
게	EC	O
_	_	O
되+ㄴ다	VV+EC	O
_	_	O
.	SF	O
		
김	NNP	B-PER
_	_	O
감독	NNG	O
은	JX	O
_	_	O
SS	O	O
리오스+이	NNP+VCP	O
라는	ETM	O
_	_	O
투수	NNG	O
가	JKS	O
_	_	O
마운드	NNG	O
에	JKB	O
_	_	O
지키	VV	O
고	EC	O
_	_	O
있	VX	O
을	ETM	O
_	_	O
때	NNG	O
_	_	O
주	VV	O
는	ETM	O
_	_	O
무게	NNG	O
감	XSN	O
이	JKS	O
_	_	O
크	VA	O
고	EC	O
,	SP	O
_	_	O
선수	NNG	O
들	XSN	O
이	JKS	O
_	_	O
느끼	VV	O
는	ETM	O
_	_	O
안정감	NNG	O
도	JX	O
_	_	O
상당	NNG	O
하	XSA	O
다	EF	O
SS	O	O
면서	EC	O
_	_	O
SS	O	O
남	VV	O
은	ETM	O
_	_	O
시즌	NNG	O
_	_	O
예정	NNG	O
되+ㄴ	XSV+ETM	O
_	_	O
8	SN	B-NOH
~	SO	I-NOH
9	SN	I-NOH
차례	NNG	O
_	_	O
선발	NNG	O
_	_	O
등판	NNG	O
에서	JKB	O
_	_	O
최소	NNG	O
_	_	O
4	SN	B-NOH
승	NNB	I-NOH
은	JX	O
_	_	O
하+여	VV+EC	O
_	_	O
주	VX	O
리라	EC	O
_	_	O
믿	VV	O
는다	EF	O
SS	O	O
고	JKQ	O
_	_	O
말+하	NNG+XSV	O
였	EP	O
다	EF	O
.	SF	O
		
한편	NNG	O
,	SP	O
_	_	O
안양	NNP	B-ORG
_	_	O
KT	SL	O
&	SW	O
G	SL	O
_	_	O
카이츠	NNP	B-PER
와	JC	O
_	_	O
울산	NNP	B-ORG
_	_	O
모비스	NNP	B-ORG
_	_	O
피버스	NNP	B-PER
에	JKB	O
는	JX	O
_	_	O
2	SN	B-NOH
미터	NNB	I-NOH
_	_	O
이상	NNG	O
의	JKG	O
_	_	O
장신	NNG	O
선수	NNG	O
가	JKS	O
_	_	O
없	VA	O
어	EC	O
_	_	O
눈길	NNG	O
을	JKO	O
_	_	O
끌+ㄴ다	VV+EC	O
_	_	O
.	SF	O
		
야구	NNG	O
_	_	O
속설	NNG	O
도	JX	O
_	_	O
막	VV	O
지	EC	O
_	_	O
못하+ㄴ	VX+ETM	O
_	_	O
이승엽	NNP	B-PER
_	_	O
슬럼프	NNG	O
_	_	O
.	SF	O
		
피닉스	NNG	O
는	JX	O
_	_	O
지나+ㄴ	VV+ETM	O
_	_	O
2	SN	B-NOH
월	NNB	I-NOH
_	_	O
전반적	NNG	O
으로	JKB	O
_	_	O
골	NNG	O
밑	NNG	O
이	JKS	O
_	_	O
강	NNG	O
하+ㄴ	XSA+ETM	O
_	_	O
서부	NNG	O
컨퍼런스	NNG	O
에서	JKB	O
_	_	O
살아남	VV	O
기	ETN	O
_	_	O
위하+여	VV+EC	O
,	SP	O
_	_	O
또한	MAG	O
_	_	O
고질적	NNG	O
이+ㄴ	VCP+ETM	O
_	_	O
약점	NNG	O
이	VCP	O
던	ETM	O
_	_	O
골	NNG	O
밑	NNG	O
_	_	O
수비력	NNG	O
을	JKO	O
_	_	O
끌어올리	VV	O
기	ETN	O
_	_	O
위하+여	VV+EC	O
_	_	O
팀	NNG	O
_	_	O
전술	NNG	O
의	JKG	O
_	_	O
핵심	NNG	O
이+ㄴ	VCP+ETM	O
_	_	O
숀	NNP	B-PER
_	_	O
매리언	NNP	B-PER
을	JKO	O
_	_	O
포기	NNG	O
하	XSV	O
고	EC	O
_	_	O
오닐	NNP	B-PER
을	JKO	O
_	_	O
영입+하	NNG+XSV	O
였	EP	O
다	EC	O
_	_	O
.	SF	O
		
남미	NNP	B-ORG
예선	NNG	O
은	JX	O
_	_	O
물론	MAG	O
_	_	O
세계	NNG	O
예선	NNG	O
에서	JKB	O
_	_	O
뛰	VV	O
지	EC	O
_	_	O
못하	VX	O
였	EP	O
던	ETM	O
_	_	O
WNBA	SL	O
_	_	O
활동	NNG	O
_	_	O
선수	NNG	O
_	_	O
3	SN	B-NOH
명	NNB	I-NOH
이	JKS	O
_	_	O
이번	NNG	O
에	JKB	O
는	JX	O
_	_	O
합류	NNG	O
하	XSV	O
기	ETN	O
_	_	O
때문	NNB	O
에	JKB	O
_	_	O
전력	NNG	O
이	JKS	O
_	_	O
급상승	NNG	O
하+ㄹ	XSV+ETM	O
_	_	O
전망	NNG	O
이	VCP	O
다	EC	O
_	_	O
.	SF	O
		
이	NP	O
에	JKB	O
_	_	O
피어스	NNP	B-PER
,	SP	O
_	_	O
가넷	NNP	B-PER
_	_	O
등	NNB	O
_	_	O
보스턴	NNP	B-ORG
_	_	O
우승	NNG	O
멤버	NNG	O
들	XSN	O
을	JKO	O
_	_	O
포지	NNG	O
를	JKO	O
_	_	O
잔류	NNG	O
시키	XSV	O
기	ETN	O
_	_	O
위하+여	VV+EC	O
_	_	O
적극적	NNG	O
이+ㄴ	VCP+ETM	O
_	_	O
지원	NNG	O
에	JKB	O
_	_	O
나서	VV	O
고	EC	O
_	_	O
있	VX	O
는	ETM	O
_	_	O
것	NNB	O
으로	JKB	O
_	_	O
알려지	VV	O
었	EP	O
다	EC	O
_	_	O
.	SF	O
		
44	SN	B-DAT
년	NNB	I-DAT
만	NNB	O
에	JKB	O
_	_	O
남녀	NNG	O
동반	NNG	O
탈락	NNG	O
_	_	O
위기	NNG	O
_	_	O
한국	NNP	B-ORG
배구	NNG	O
,	SP	O
_	_	O
일본	NNP	B-ORG
과	JC	O
_	_	O
다른	MM	O
_	_	O
점	NNG	O
은	JX	O
		
최민호	NNP	B-PER
는	JX	O
_	_	O
9	SN	B-DAT
일	NNB	I-DAT
_	_	O
베이징	NNP	B-LOC
과학기술대	NNP	I-ORG
_	_	O
체육관	NNG	O
에서	JKB	O
_	_	O
열리+ㄴ	VV+ETM	O
_	_	O
대회	NNG	O
_	_	O
유도	NNG	O
_	_	O
남자	NNG	O
_	_	O
60	SN	B-NOH
kg	SL	I-NOH
급	NNG	O
_	_	O
결승	NNG	O
에서	JKB	O
_	_	O
올	NNG	O
_	_	O
유럽	NNP	B-ORG
선수권	NNG	O
_	_	O
챔피언	NNG	O
_	_	O
루드비히	NNP	B-PER
_	_	I-PER
파이	NNG	I-PER
샤	NNP	I-PER
(	SS	O
오스트리아	NNP	B-ORG
)	SS	O
를	JKO	O
_	_	O
2	SN	B-NOH
분	NNB	I-NOH
13	SN	I-NOH
초	NNB	I-NOH
만	NNB	O
에	JKB	O
_	_	O
발	NNG	O
_	_	O
뒤축	NNG	O
걸	VV	O
기	ETN	O
에	JKB	O
_	_	O
잇	VV	O
은	ETM	O
_	_	O
들	VV	O
어	EC	O
메치	VV	O
기	ETN	O
_	_	O
한판	NNG	O
으로	JKB	O
_	_	O
꺾	VV	O
었	EP	O
다	EC	O
_	_	O
.	SF	O
		
실낱	NNG	O
_	_	O
희망	NNG	O
_	_	O
한국	NNP	B-ORG
_	_	O
남자	NNG	O
배구	NNG	O
,	SP	O
_	_	O
올림픽	NNG	O
행	XSN	O
_	_	O
좌절	NNG	O
…	SE	O
44	SN	B-NOH
년	NNB	I-NOH
만	NNB	O
의	JKG	O
_	_	O
치욕	NNG	O
		
선두권	NNG	O
은	JX	O
_	_	O
강성훈	NNP	B-PER
에	JKB	O
_	_	O
이어	MAG	O
_	_	O
'	SS	O
지난해	NNG	O
_	_	O
공동	NNG	O
_	_	O
다승	NNG	O
왕	XSN	O
'	SS	O
_	_	O
강경남	NNP	B-PER
(	SS	O
24	SN	O
_	_	O
ㆍ	SP	B-PER
_	_	O
삼화	NNG	O
저축은행	NNG	O
)	SS	O
이	JKS	O
_	_	O
3	SN	B-NOH
위	NNB	I-NOH
(	SS	O
10	SN	B-NOH
언더파	NNG	I-NOH
_	_	O
274	SN	B-NOH
타	NNG	I-NOH
)	SS	O
에	JKB	O
_	_	O
포진	NNG	O
하+여	XSV+EC	O
_	_	O
건재	NNG	O
하+ㅁ	XSA+ETN	O
을	JKO	O
_	_	O
과시+하	NNG+XSV	O
였	EP	O
다	EC	O
_	_	O
.	SF	O
		
박명환	NNP	B-PER
,	SP	O
_	_	O
최고	NNG	O
의	JKG	O
_	_	O
이	MM	O
슈메이커	NNP	O
(	SS	O
?	SF	O
)	SS	O
		
코칭스태프	NNG	O
가	JKS	O
_	_	O
새	MM	O
_	_	O
얼굴	NNG	O
_	_	O
가운데	NNG	O
_	_	O
가장	MAG	O
_	_	O
주목	NNG	O
하+ㄹ	XSV+ETM	O
_	_	O
선수	NNG	O
로	JKB	O
_	_	O
꼽	VV	O
는	ETM	O
_	_	O
양효진	NNP	B-PER
은	JX	O
_	_	O
배유나	NNP	B-PER
와	JKB	O
_	_	O
같	VA	O
은	ETM	O
_	_	O
1989	SN	B-NOH
년	NNB	I-NOH
생	XSN	O
_	_	O
．	SF	O
		
이렇	VA	O
게	EC	O
_	_	O
미국	NNP	B-ORG
이	JKS	O
_	_	O
글로벌	NNG	O
_	_	O
진출	NNG	O
의	JKG	O
_	_	O
교두보	NNG	O
_	_	O
역할	NNG	O
을	JKO	O
_	_	O
하	VV	O
기	ETN	O
_	_	O
때문	NNB	O
에	JKB	O
_	_	O
넥슨	NNP	B-ORG
,	SP	O
_	_	O
그라비티	NNP	B-ORG
,	SP	O
_	_	O
엔씨	NNP	B-ORG
_	_	O
등	NNB	O
은	JX	O
_	_	O
미국	NNP	B-ORG
에	JKB	O
_	_	O
개발	NNG	O
사	XSN	O
를	JKO	O
_	_	O
세우	VV	O
어	EC	O
_	_	O
로컬	NNG	O
라이즈	NNG	O
_	_	O
작업	NNG	O
_	_	O
뿐	NNB	O
만	JX	O
_	_	O
아니	VCN	O
라	EC	O
_	_	O
서양인	NNG	O
의	JKG	O
_	_	O
취향	NNG	O
에	JKB	O
_	_	O
맞	VV	O
는	ETM	O
_	_	O
콘텐츠	NNG	O
를	JKO	O
_	_	O
생산	NNG	O
하	XSV	O
기	ETN	O
_	_	O
위하+여	VV+EC	O
_	_	O
노력	NNG	O
하	XSV	O
고	EC	O
_	_	O
있	VX	O
다	EC	O
_	_	O
.	SF	O
		
30	SN	B-DAT
일	NNB	I-DAT
_	_	O
첫	MM	O
_	_	O
방송	NNG	O
하	XSV	O
는	ETM	O
_	_	O
'	SS	O
해변	NNG	O
으로	JKB	O
_	_	O
가+아요	VV+EF	O
'	SS	O
의	JKG	O
_	_	O
O	SL	O
.	SF	O
S	SL	O
.	SF	O
T	SL	O
에	JKB	O
는	JX	O
_	_	O
신혜성	NNP	B-PER
과	JC	O
_	_	O
이민우	NNP	B-PER
가	JKS	O
_	_	O
함께	MAG	O
_	_	O
부르+ㄴ	VV+ETM	O
_	_	O
테마	NNG	O
곡	NNG	O
_	_	O
'	SS	O
Ocean	SL	O
_	_	O
Blue	SL	I-POH
'	SS	O
를	JKO	O
_	_	O
삽입	NNG	O
하+ㄴ다	XSV+EF	O
.	SF	O
_	_	O
또	MAG	O
_	_	O
일본	NNP	B-LOC
_	_	O
최고	NNG	O
_	_	O
인기	NNG	O
그룹	NNG	O
_	_	O
스마프	NNP	B-PER
(	SS	O
SMAP	SL	O
)	SS	O
의	JKG	O
_	_	O
정규	NNG	O
_	_	O
음반	NNG	O
_	_	O
수록	NNG	O
곡	XSN	O
으로	JKB	O
_	_	O
초난강	NNG	O
과	JC	O
_	_	O
신혜성	NNP	B-PER
이	JKS	O
_	_	O
함께	MAG	O
_	_	O
부르	VV	O
고	EC	O
_	_	O
이민우	NNP	B-PER
가	JKS	O
_	_	O
작사	NNG	O
에	JKB	O
_	_	O
참여	NNG	O
하+ㄴ	XSV+ETM	O
_	_	O
노래	NNG	O
_	_	O
'	SS	O
하늘	NNG	O
'	SS	O
의	JKG	O
_	_	O
한국어	NNP	O
_	_	O
버전	NNG	O
도	JX	O
_	_	O
러브	NNG	O
_	_	O
테마	NNG	O
곡	NNG	O
으로	JKB	O
_	_	O
수록	NNG	O
되+ㄴ다	XSV+EF	O
.	SF	O
		
조원우	NNP	B-PER
는	JX	O
_	_	O
4	SN	B-NOH
회	NNB	I-NOH
_	_	O
1	SN	B-NOH
사	NNG	I-NOH
_	_	O
2	SN	B-NOH
,	SP	I-NOH
3	SN	I-NOH
루	NNG	I-NOH
에서	JKB	O
는	JX	O
_	_	O
바뀌+ㄴ	VV+ETM	O
_	_	O
투수	NNG	O
_	_	O
이정훈	NNP	B-PER
을	JKO	O
_	_	O
상대	NNG	O
로	JKB	O
_	_	O
큼지막	NNG	O
하+ㄴ	XSA+ETM	O
_	_	O
우익수	NNG	O
_	_	O
희생	NNG	O
_	_	O
플라이	NNG	O
를	JKO	O
_	_	O
터트리+어	VV+EC	O
_	_	O
3	SN	B-NOH
루	NNG	I-NOH
에	JKB	O
_	_	O
있	VA	O
던	ETM	O
_	_	O
브리또	NNP	B-PER
를	JKO	O
_	_	O
홈	NNG	O
으로	JKB	O
_	_	O
불러들이	VV	O
며	EC	O
_	_	O
쐐기	NNG	O
점	NNG	O
을	JKO	O
_	_	O
박	VV	O
았	EP	O
다	EF	O
.	SF	O
		
WNBA	SL	B-ORG
_	_	O
역대	NNG	O
_	_	O
최고	NNG	O
의	JKG	O
_	_	O
선수	NNG	O
_	_	O
중	NNB	O
_	_	O
하나	NNG	O
이+ㄴ	VCP+ETM	O
_	_	O
196	SN	B-NOH
cm	SL	I-NOH
의	JKG	O
_	_	O
리사	NNG	O
_	_	O
레슬리	NNP	B-PER
와	JC	O
_	_	O
193	SN	B-NOH
cm	SL	O
로	JKB	O
_	_	O
전	MM	O
_	_	O
포지션	NNG	O
을	JKO	O
_	_	O
소화	NNG	O
하+ㄹ	XSV+ETM	O
_	_	O
수	NNB	O
_	_	O
있	VA	O
는	ETM	O
_	_	O
'	SS	O
얼짱	NNG	O
스타	NNG	O
'	SS	O
_	_	O
캔디스	NNP	O
_	_	O
파커	NNP	O
가	JKS	O
_	_	O
중심	NNG	O
을	JKO	O
_	_	O
이루+ㄴ다	VV+EC	O
_	_	O
.	SF	O
		
배구	NNG	O
협회	NNG	O
는	JX	O
_	_	O
그러나	MAJ	O
_	_	O
개인	NNG	O
의	JKG	O
_	_	O
뜻	NNG	O
을	JKO	O
_	_	O
막	VV	O
을	ETM	O
_	_	O
명분	NNG	O
이	JKS	O
_	_	O
없	VA	O
는	ETM	O
_	_	O
데	NNB	O
다	JX	O
_	_	O
프로	NNG	O
구단	NNG	O
의	JKG	O
_	_	O
선수	NNG	O
_	_	O
선발	NNG	O
을	JKO	O
_	_	O
전적	NNG	O
으로	JKB	O
_	_	O
관장	NNG	O
하	XSV	O
는	ETM	O
_	_	O
KOVO	SL	O
에서	JKB	O
_	_	O
적극적	NNG	O
이+ㄴ	VCP+ETM	O
_	_	O
대응	NNG	O
을	JKO	O
_	_	O
하	VV	O
지	EC	O
_	_	O
않	VX	O
자	EC	O
_	_	O
동의서	NNG	O
_	_	O
발급	NNG	O
을	JKO	O
_	_	O
결정	NNG	O
하+ㄴ	XSV+ETM	O
_	_	O
것	NNB	O
으로	JKB	O
_	_	O
알려지	VV	O
었	EP	O
다	EC	O
_	_	O
.	SF	O
		
6	SN	B-DAT
일	NNB	I-DAT
_	_	O
일본	NNP	B-ORG
서	JKB	O
_	_	O
첫	MM	O
번째	NNB	O
_	_	O
싱글	NNG	O
을	JKO	O
_	_	O
발표	NNG	O
하+ㄴ	XSV+ETM	O
_	_	O
신승훈	NNP	B-PER
이	JKS	O
_	_	O
5	SN	B-DAT
일	NNB	I-DAT
_	_	O
악수	NNG	O
회	XSN	O
_	_	O
이벤트	NNG	O
를	JKO	O
_	_	O
시작	NNG	O
으로	JKB	O
_	_	O
공식적	NNG	O
이+ㄴ	VCP+ETM	O
_	_	O
프로모션	NNG	O
에	JKB	O
_	_	O
돌입+하	NNG+XSV	O
였	EP	O
다	EF	O
.	SF	O
		
길+ㄴ	VA+ETM	O
_	_	O
방황	NNG	O
이	JKS	O
_	_	O
시작	NNG	O
되+ㄹ	XSV+ETM	O
_	_	O
것	NNB	O
_	_	O
같	VA	O
았	EP	O
지만	EC	O
_	_	O
고종수	NNP	B-PER
는	JX	O
_	_	O
2005	SN	B-DAT
년	NNB	I-DAT
_	_	O
1	SN	B-NOH
월	NNB	I-DAT
_	_	O
전남	NNP	B-ORG
으로	JKB	O
_	_	O
이적+하	NNG+XSV	O
였	EP	O
다	EC	O
_	_	O
.	SF	O
		
29	SN	B-DAT
일	NNB	I-DAT
,	SP	O
_	_	O
국내	NNG	O
		
올	NNG	O
시즌	NNG	O
_	_	O
입장	NNG	O
_	_	O
관중	NNG	O
은	JX	O
_	_	O
지나+ㄴ	VV+ETM	O
_	_	O
1	SN	B-DAT
일	NNB	I-DAT
까지	JX	O
_	_	O
지나+ㄴ	VV+ETM	O
_	_	O
시즌	NNG	O
_	_	O
총	MM	O
_	_	O
22	SN	B-NOH
만	NR	I-NOH
7954	SN	I-NOH
명	NNB	I-NOH
에	JKB	O
_	_	O
못	MAG	O
미치	VV	O
는	ETM	O
_	_	O
20	SN	B-NOH
만	NR	I-NOH
7000	SN	I-NOH
명	NNB	I-NOH
을	JKO	O
_	_	O
기록+하	NNG+XSV	O
였	EP	O
는데	EC	O
도	JX	O
_	_	O
불구	NNG	O
하	XSV	O
고	EC	O
_	_	O
KOVO	SL	O
는	JX	O
_	_	O
정규	NNG	O
리그	NNG	O
를	JKO	O
_	_	O
종료	NNG	O
하+ㄴ	XSV+ETM	O
_	_	O
지나+ㄴ	VV+ETM	O
_	_	O
1	SN	B-DAT
일	NNB	I-DAT
_	_	O
프로	NNG	O
배구	NNG	O
_	_	O
시청률	NNG	O
이	JKS	O
_	_	O
역대	NNG	O
_	_	O
최고	NNG	O
를	JKO	O
_	_	O
기록+하	NNG+XSV	O
였	EP	O
다는	ETM	O
_	_	O
보도	NNG	O
자료	NNG	O
를	JKO	O
_	_	O
통하+여	VV+EC	O
_	_	O
‘	SS	O
앞	NNG	O
으로	JKB	O
_	_	O
남자	NNG	O
부	XSN	O
_	_	O
포스트	NNG	O
시즌	NNG	O
_	_	O
경기	NNG	O
를	JKO	O
_	_	O
포함	NNG	O
하	XSV	O
면	EC	O
_	_	O
전체	NNG	O
_	_	O
시청자	NNG	O
는	JX	O
_	_	O
2800	SN	B-NOH
만	NR	I-NOH
명	NNB	I-NOH
을	JKO	O
_	_	O
넘	VV	O
을	ETM	O
_	_	O
것	NNB	O
으로	JKB	O
_	_	O
보이+ㄴ다	VV+EF	O
’	SS	O
고	JKQ	O
_	_	O
주장+하	NNG+XSV	O
였	EP	O
다	EC	O
_	_	O
.	SF	O
		
만약	NNG	O
_	_	O
김동주	NNP	B-PER
가	JKS	O
_	_	O
상대	NNG	O
의	JKG	O
_	_	O
주루	NNG	O
플레이	NNG	O
를	JKO	O
_	_	O
주의	NNG	O
깊	VA	O
게	EC	O
_	_	O
지켜보	VV	O
고	EC	O
_	_	O
지적+하	NNG+XSV	O
였	EP	O
더라면	EC	O
_	_	O
승부	NNG	O
는	JX	O
_	_	O
다른	MM	O
_	_	O
방향	NNG	O
으로	JKB	O
_	_	O
흐르+ㄹ	VV+ETM	O
_	_	O
수	NNB	O
_	_	O
있	VA	O
었	EP	O
다	EC	O
_	_	O
．	SF	O
		
롯데	NNP	B-ORG
와	JC	O
_	_	O
삼성	NNP	B-ORG
은	JX	O
_	_	O
8	SN	B-DAT
일	NNB	I-DAT
부터	JX	O
_	_	O
대구	NNP	B-ORG
_	_	O
3	SN	B-NOH
연전	NNG	I-NOH
에서	JKB	O
_	_	O
자존심	NNG	O
_	_	O
대결	NNG	O
을	JKO	O
_	_	O
시작+하	NNG+XSV	O
였	EP	O
다	EC	O
_	_	O
.	SF	O
		
송진우	NNP	B-PER
가	JKS	O
_	_	O
오	VV	O
는	ETM	O
_	_	O
15	SN	B-DAT
일	NNB	I-DAT
_	_	O
인천	NNP	B-LOC
_	_	O
문학구장	NNP	B-LOC
에서	JKB	O
_	_	O
올스타	NNG	O
전	XSN	O
_	_	O
전야제	NNG	O
_	_	O
이벤트	NNG	O
로	JKB	O
_	_	O
열리	VV	O
는	ETM	O
_	_	O
홈런	NNG	O
_	_	O
레이스	NNG	O
에	JKB	O
_	_	O
현역	NNG	O
_	_	O
선수	NNG	O
가	JKC	O
_	_	O
아니+ㅁ에도	VCN+EC	O
_	_	O
특별	NNG	O
_	_	O
초청	NNG	O
되+ㄴ	XSV+ETM	O
_	_	O
장종훈	NNP	B-PER
의	JKG	O
_	_	O
배팅	NNG	O
볼	NNG	O
_	_	O
투수	NNG	O
를	JKO	O
_	_	O
자청	NNG	O
하+ㄴ	XSV+ETM	O
_	_	O
것	NNB	O
.	SF	O
		
사고	NNG	O
가	JKS	O
_	_	O
발생	NNG	O
하+ㄴ	XSV+ETM	O
_	_	O
공립	NNG	O
축구	NNG	O
경기	NNG	O
장	XSN	O
은	JX	O
_	_	O
이	MM	O
_	_	O
학교	NNG	O
가	JKS	O
_	_	O
임대	NNG	O
하+여	XSV+EC	O
_	_	O
사용	NNG	O
하	XSV	O
던	ETM	O
_	_	O
곳	NNG	O
으로	JKB	O
_	_	O
조호	NNP	B-PER
루	JKB	O
_	_	O
바루	MAG	O
_	_	O
지역	NNG	O
_	_	O
축구	NNG	O
협회	NNG	O
는	JX	O
_	_	O
이번	NNG	O
_	_	O
사고	NNG	O
의	JKG	O
_	_	O
원인	NNG	O
을	JKO	O
_	_	O
조사	NNG	O
하	XSV	O
는	ETM	O
_	_	O
중	NNB	O
이	VCP	O
라고	EC	O
_	_	O
밝히	VV	O
었	EP	O
다	EF	O
.	SF	O
		
체조	NNG	O
_	_	O
남자	NNG	O
_	_	O
단체	NNG	O
도	JX	O
_	_	O
예선	NNG	O
_	_	O
4	SN	B-NOH
위	NNB	I-NOH
로	JKB	O
_	_	O
단체전	NNG	O
_	_	O
결선	NNG	O
_	_	O
진출	NNG	O
,	SP	O
_	_	O
12	SN	B-DAT
일	NNB	I-DAT
_	_	O
금메달	NNG	O
에	JKB	O
_	_	O
도전	NNG	O
하	XSV	O
게	EC	O
_	_	O
었	EP	O
다	EC	O
_	_	O
.	SF	O
		
'	SS	O
제	XPN	B-DAT
9	SN	B-DAT
회	NNB	I-DAT
_	_	O
부천	NNP	B-LOC
_	_	O
국제	NNG	O
_	_	O
판타스틱	NNP	B-PER
_	_	O
